,mAR,recall@5,mAP,precision@5,f1
dominguesm/legal-bert-ner-base-cased-ptbr/full_text_emb_hs_similarity,0.6853512698412697,0.34621428571428575,0.17585905120150344,0.29600000000000004,0.27989730524384926
lisaterumi/postagger-portuguese/summarized_text_N_emb_hs_similarity,0.6257014285714285,0.3279126984126984,0.15835162921068335,0.28800000000000003,0.252740142086844
lisaterumi/postagger-portuguese/summarized_text_N_V_emb_hs_similarity,0.6164242857142856,0.30596031746031743,0.15496039679179469,0.25999999999999995,0.2476620396351502
