,mAR,recall@5,mAP,precision@5,f1
dominguesm/legal-bert-ner-base-cased-ptbr/full_text_emb_hs_similarity,0.667293548085901,0.3469421101774043,0.12096471164640259,0.17200000000000004,0.20480336395112042
lisaterumi/postagger-portuguese/summarized_text_N_emb_hs_similarity,0.6822584780578899,0.43111111111111106,0.12641943899994376,0.236,0.21331294506677015
lisaterumi/postagger-portuguese/summarized_text_N_V_emb_hs_similarity,0.6824720728291317,0.4087380952380953,0.1255361212075244,0.20800000000000002,0.212064425800963
