A,B,tfidfSentFullCossim,trainedLDAConceptsCossim-10topics,trainedLDASentCossim-10topics,BM25PlusSent,trainedLDAFullCossim-10topics,trainedDoc2VecConceptsCossim,trainedLDAFullCossim-20topics,trainedLDASentCossim-40topics,trainedCbowSentCossim,tfidfTextConceptsCossim,trainedLDAConceptsAndRelationsCossim-80topics,BM25PlusConcepts,trainedLDAConceptsAndRelationsCossim-20topics,trainedDoc2VecConceptsAndRelationsCossim,trainedDoc2VecSentCossim,BM25PlusConceptsAndRelations,trainedLDAConceptsCossim-40topics,tfidfTextFullCossim,trainedLDAConceptsCossim-80topics,trainedLDAConceptsAndRelationsCossim-10topics,trainedLDAConceptsCossim-20topics,trainedCbowFullCossim,trainedLDAConceptsAndRelationsCossim-40topics,BM25PlusFull,trainedDoc2VecFullCossim,trainedLDAFullCossim-80topics,trainedCbowConceptsAndRelationsCossim,preTrainedCbow300Cossim,trainedLDASentCossim-80topics,trainedLDAFullCossim-40topics,tfidfTextConceptsAndRelationsCossim,trainedLDASentCossim-20topics,trainedCbowConceptsCossim,exp1,exp2
205075,205269,0.002697002561570658,0.0,0.19261102148705786,0.04628254817762967,0.0,0.29628861951324953,0.0,0.09097678162602801,0.11019772475538477,0.005860213783370953,0.0,0.012795499656046769,0.0,0.3896724556754908,0.4736894310209544,0.01328471399032674,0.0,0.017201326017134762,0.0,0.0,0.0,0.1650334596633911,0.0,0.016165657198190082,0.4902729574636426,0.0,0.1561795175075531,0.14330852031707764,0.035582338123237724,0.0,0.005533259347183586,0.1467121584989297,0.20415464043617249,0,0
205075,205505,0.01116774137766959,0.04968286678195,0.20428864501802055,0.035331854386649014,0.0,0.5956807482751562,0.0,0.06588961669597132,0.13673735028132794,0.02658496081344602,0.0,0.012407922860371769,0.0,0.5668239741995451,0.5991422287082714,0.01265774304161932,0.0,0.03357866945185542,0.13485559821128845,0.0,0.0,0.17100705206394196,0.07030706107616425,0.015011919388977769,0.5845309895311138,0.0,0.1380331665277481,0.13598160445690155,0.051336335593128,0.0,0.025470141271841048,0.13091762965095458,0.20113067328929898,0,0
205075,205551,0.007734064857024322,0.0,0.18527151105945885,0.03574786460315663,0.0,0.06108461763349302,0.0,0.06411816902111246,0.12046791629305223,0.011039497418709023,0.0,0.01164715460952685,0.0,0.09888070001427056,0.4632458453196162,0.012050994093996395,0.0,0.011969200752135532,0.0,0.0,0.0,0.11264614015817642,0.0,0.014836287529661128,0.20800672046098465,0.0,0.09273722767829896,0.09707887470722197,0.03642766867095727,0.056076310575008385,0.011887330538641577,0.1351882232620226,0.06324432790279387,0,0
205075,205662,0.001616828042690426,0.0,0.2555060938424156,0.0008514285424558065,0.0,0.04543680185460047,0.0,0.07856793641365854,0.0627749186215464,0.003432780436062508,0.0,0.011353377924585692,0.0,0.014228669169235009,0.5137064334162499,0.01164069341976561,0.0,0.005142354279416029,0.0,0.0,0.0,0.08119311183691025,0.9927123188972472,0.014331370589126782,0.2537693577223525,0.0,0.05861783772706985,0.0581883043050766,0.0496927841241547,0.0,0.0041684079851666295,0.14297444048297633,0.06894689798355103,0,0
205075,205750,0.01198579260351085,0.04968286678195,0.2015391840984852,0.03436947051669478,0.0,0.5416773870448087,0.0,0.066197317376219,0.1286721371499629,0.034678490328053174,0.0,0.012409833216081759,0.0,0.5694251115375519,0.5520164993160692,0.01266298161339235,0.0,0.03681235132076642,0.13422012329101562,0.0,0.0,0.1458631157875061,0.018123146146535873,0.015018349802091576,0.5651036063848077,0.0,0.12550543248653412,0.1461198627948761,0.05113862259955757,0.0,0.03259268958656203,0.13109652785391646,0.21009697020053866,0,0
205075,205891,0.004473638347600993,0.0,0.2141940184017836,0.09256340932358446,0.9889187812805176,0.4620219649885092,0.0,0.1120687242377892,0.10589980185781232,0.0031936064722916627,0.0,0.012533634644086987,0.003565553342923522,0.4516924478003357,0.3892489897676169,0.012644026753593338,0.0,0.0073806234743715796,0.0,0.0,0.0,0.12986332178115845,0.0,0.014623874712805832,0.4091892647288029,0.0,0.14758622646331787,0.19398662447929385,0.07435660915390384,0.0,0.003201518679440335,0.16557090182456818,0.2025628685951233,0,0
205075,206148,0.008913725306985264,0.04968286678195,0.1853252186509513,0.16825468708725685,0.0,0.37569377710948704,0.0,0.09594064930068523,0.12142714763317128,0.0138380511581907,0.0,0.011446478449274863,0.9972764253616332,0.2937639421157905,0.36942473693211497,0.011731895613066446,0.0,0.01084828391553668,0.0,0.0,0.0,0.1082899570465088,0.02896110527217388,0.014278665381421269,0.4219114346028116,0.0,0.1130935400724411,0.18496838212013245,0.05890418748885137,0.05331207439303398,0.014865845497908009,0.21886511705548176,0.09220738708972932,0,0
205075,206280,0.002724949812807827,0.98707377910614,0.20999534642146672,0.09761465829694936,0.0,0.4534549472946925,0.08148632943630219,0.10553744431611653,0.1068203976774294,0.0025447191969675646,0.0,0.0141518714065256,0.0038001497741788634,0.4782107824152629,0.3543212998607675,0.01434529269711086,0.0,0.008938195277162546,0.0,0.0,0.0,0.2576728463172913,0.0,0.016777211109216872,0.3954796500979289,0.0,0.3254033923149109,0.2077612578868866,0.05939585324703504,0.015233192592859268,0.002368262675230329,0.18522914897475512,0.3282642960548401,0,0
205075,206693,0.0013864057468526648,0.0,0.23907232980702225,0.14320049627360426,0.0,0.3671614244761315,0.0,0.14094922981636604,0.053146838373559296,0.003495788554036386,0.0,0.013125931092385322,0.0,0.3545503432181957,0.3527163420454205,0.013401019356442006,0.0,0.0046596579131310155,0.0,0.0,0.0,0.2258608639240265,0.0,0.015494948166064232,0.3394713565918387,0.0,0.1078832745552063,0.062061268836259835,0.08942416916436406,0.941900670528412,0.003758911753933075,0.21949126830778515,0.08708418905735016,0,0
205075,206706,0.00040893886292841136,0.0,0.21867283356600795,0.6314128414451914,0.0,0.2890990940172818,0.0,0.17088584518381233,0.0827628600186315,0.0,0.0,0.010683982429332887,0.999638855457306,0.2442597920477484,0.332468190974798,0.010910339909746129,0.031144428998231888,0.0006882191597641665,0.0,0.0,0.0,0.1199665367603302,0.0,0.01341896406473614,0.3387119941959817,0.0,0.08470791578292848,0.0527675524353981,0.06219047593787826,0.0,0.0,0.19157936523572125,0.13859492540359494,0,0
